10  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3ee26f9b 3ea87513 3eb152f9 3e6b30c9 3f0d869f 3e720e33 3ef6d156 3f2aa5b4 0 
0 3f0945ec 3e5e1e2d 3e92be7d 3f49c7ca 3f39432b 3f6bbce7 3e5e0162 3effd298 0 
0 3e058029 3f79d4c3 3eee9045 3f79eff9 3e527191 3e100cff 3eb94a11 3f602975 0 
0 3f62826a 3f214e72 3d413f0d 3f0b6eae 3f74699f 3ec8365f 3f542908 3f3e244a 0 
0 3f2fbb16 3f3caa81 3e80bf86 3f461ee8 3f79e85e 3f483956 3eff4997 3f4ac191 0 
0 3f4ad2d0 3f731964 3f578174 3f169139 3f43c01a 3ebc9496 3f5a183c 3f60bdb4 0 
0 3f5246fe 3e5c6d49 3eac1928 3f1aab5b 3ec4ecb3 3f4a8173 3ed36923 3eb30827 0 
0 3e8e74da 3f7c5e70 3e8deebb 3e2cf364 3f3315e2 3e578558 3e0be79d 3f54e0a0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e9fa4ab 3f02f6ed 3f785ab4 3f10daea 3f29db16 3eacb1bf 3f71b398 3e19853d 0 
0 3f35f49d 3e47e656 3eaa8029 3ec95677 3f6ac91b 3f2b88a1 3f62caf9 3ebaf737 0 
0 3e9b70ad 3e59462e 3db68875 3ca13fb8 3d97f8c6 3f0a1647 3e7d6995 3ebe6402 0 
0 3dc8946c 3f7c2f5d 3f7135d3 3e8d0f75 3f644db1 3e6c9a0e 3f7c47d9 3f751d70 0 
0 3f338128 3ecbaae3 3ec33f1b 3e2a2ff9 3f79f36c 3f2f4e31 3e85399f 3f0d75d6 0 
0 3f2ae11b 3f34b5a3 3f604e8f 3ee91672 3f202f63 3e2a1532 3e80b32a 3f1023ed 0 
0 3f076bb1 3dbf45aa 3e1d9a48 3d64daee 3e88702e 3ef7ec40 3eae0bfa 3f7479b9 0 
0 3f7b1edf 3f37777f 3f0c5744 3f1fc46d 3f027a41 3f5a83e0 3f19ff79 3cc847c2 0 
0 0 0 0 0 0 0 0 0 0 

3f4e81bd 3db807ea 3f1d1226 
3f2eff87 3f5df212 3ee19f7d 
3c9ad6ec 3f510562 3ed2a50e 

3df959d0 3f0867da 3f5546fb 
3f03da58 3dfad1f0 3f567cc3 
3f26dd91 3d9a6e37 3f1b589d 

3dd712f6 3f192ae8 3f30b91e 
3f1e18b7 3ebf362f 3f36b3c9 
3d6b6e58 3e9aa19f 3f26bfdd 

3f28a17a 3df9fcdb 3f00319f 
3f0c6145 3f594f4f 3e9033de 
3f056e7c 3e27c996 3f3573ce 

3f7b010e 3ebae947 3e37d83b 
3e1b99de 3f59f6df 3f0f0871 
3ec7fe01 3c749aa7 3e4979f0 

3f695314 3f536142 3f2a3c01 
3f09ea68 3d94348e 3df5a3a7 
3f38b8d1 3f04c10b 3f1e54f1 

3f73f42d 3f632fcc 3e502ccd 
3f66c9b6 3f3c51e6 3f1e8c60 
3f1d3f07 3cb9a5bb 3eb8ea89 

3e609c0c 3f2d2d9c 3cfc7e5f 
3f3044dd 3f2d30c7 3f79f00c 
3f5596ee 3f5c0e9a 3ee9e1b4 

3ee73c35 3dd7329b 3e9af1ec 
3f4e8049 3ec00cab 3d84a3da 
3f3f3f98 3f4e3b27 3eb4b6e6 

3f509b87 3dc68ba1 3f644db0 
3f242bab 3f0b905e 3d268953 
3c2e1602 3ee2d04c 3ebc865b 

3f8719d4 3f85cdff 3f982a06 3fd0277c 3fdccfe0 3fd333d2 3fa2fa31 3fa8e5b9 
3ef292d4 3f4c0022 3f72ad1a 3f4a3002 3f35cc8d 3f3a91af 3f5a53a1 3f0f334f 

3fafc129 3fee2ad0 40488dac 4036ad6c 4058716a 4044b845 4022a8ad 3fb8aa5a 
4013dc9c 40742dd7 40b74109 40a0c752 40b066e9 40a8e58e 408e3d9a 4061ff08 
404c8cf6 40b0aac6 40a9c2e0 409dd1fb 409e5059 40a4cbb9 40ab7c4a 40498862 
401e577b 40967c03 4080f916 4066e58b 4080c5f0 40889b86 407fc8a6 402f677c 
401f4ea2 40a2f5dc 4095f12a 408e311e 40430a22 40701efe 40780389 4026c7fb 
405b8a29 40802742 408fd9a7 40645076 406d8ee7 4084cf50 405f5b03 4025f034 
40197709 407c5cb5 409a2eed 409f3a50 40859edb 407fc281 407cff3f 404bd228 
3fabe184 4047a85c 40495072 401c1b66 402c6248 40169b89 400a0f4f 3fd0f5b2 

3fe06287 403fd073 4065a785 4083337d 40735add 4057c7a6 4027732d 4010de74 
40495007 408d5771 409c8e6a 40bb072b 40a6ae35 40bf26e9 40a8b073 404744b3 
40766221 40aae67a 40a5e05b 409b4939 40af51b0 4097c6ab 40909e14 4050911f 
4071fa6e 409cb0ff 40b92474 407c53de 40889b7b 409ee4a7 409ec4dc 402e7414 
406bac93 40ad2de6 409b687c 40abf2c9 4092565b 40912f09 406f55c3 4027a501 
40648d5f 409ceca5 40902a00 40903c02 407c22a4 409b9c82 4087bfa6 4031c4af 
4003916c 40a3b656 408c931b 409bc362 4089af2b 408b37e9 40586a6a 40266ba3 
40044e6e 40239eed 404f2846 4013d458 401a7aa5 403abe18 4045ab90 400d3bc8 

401309eb 4050e31a 4079f754 4093526e 407e9010 408d562f 406dfb9c 40246562 
40717c31 408d90f8 40cc0460 40a2ffd8 40d18184 40b0ffea 40ac162e 40693b95 
408a00ce 40b9d018 40c919b5 40a83c93 40b60d43 40bfe07e 40ad05dd 4051dca2 
408797d3 40bf448b 4090f11a 40af05ba 409c7a21 40a011c8 4095c0fa 4059bf4a 
406466c7 40d6548e 409b26c0 40b1bfc1 409a67ef 40a1e124 408a2785 4043fa14 
403b240c 40b146a2 40a34aa0 4098c777 409633ed 408e754b 4085c2fc 402dfe49 
40703507 40890b79 40b12094 4094349c 4082c595 4097c64c 408a5529 40414491 
4023f8c0 40453a95 40512769 403676ef 403207b7 4036bc29 403964c3 40136511 

3fc1bfdc 4043cd86 405a33d5 4076b191 40706442 405e32aa 4040abb5 40152692 
40385976 40946bf8 409ec02f 40acbf73 40a8e752 40b41b0a 40ab0a5d 4049ff80 
406c8ce9 409b850a 40a543c8 409ccfd9 40b7e26c 40a0169a 4095620a 403627c7 
4067a312 40b990a6 40a93211 4096724c 409f37d4 4097f459 40ac6c4b 402f8853 
4060fc70 40aed097 40a3cdf4 40a2402c 409a878c 409c48d0 4090a9c8 4024d8ad 
4043fa45 4092bbbd 409273f5 409478f2 407f2c54 408f4758 408d010d 402122a4 
404db061 408dda59 40940b0f 407e86b9 406a0592 405fd683 407a44c9 40133f10 
402bac3a 404a5345 4048da1e 40282196 402671a6 40382476 40573f6d 4015b4e5 

401e795a 406c46f0 4085e6a2 409018e4 40941353 4081b327 407c5953 403e9b21 
4054f39c 408e25e5 408fbb04 40a308da 40a19d55 40b947a0 40973818 4038dad1 
407dd99f 40aba9f3 40a56b50 409feafd 409fca2d 40917ea7 40940cad 404b69b5 
408553ad 40a73f23 40a9fce5 408678b4 40a94cda 40abcf82 409b93da 403b7391 
4052d282 40b7cd6a 40ac5c07 40b5e021 409fa0e2 409a86a0 408bd752 40310ef0 
405af3f4 408e1b5e 4094158d 408a5f64 407a26db 40956b31 407e4a8d 4026f10d 
40329b7d 409a04ef 407701a0 4086b4b1 4059ffca 407558c5 406c8cb9 40310689 
3fd6c371 40115b81 40236eca 3fe48e29 3fe33b11 40075137 40274a9d 3fedc96e 

  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3f6b5c1a 3f6fc54e 3f01bfd0 3f499f7b 3dbdedb7 3dc11748 3f2a1214 3f5078d7 0 
0 3f7c9a81 3f594397 3daad354 3e91b486 3e385286 3e58ccda 3cce5a50 3ca5d972 0 
0 3e6efc20 3e361a82 3f762c86 3f366d79 3f01aba3 3f3dd19b 3f4688f4 3eb75042 0 
0 3f6eda91 3f53ea7c 3f0e1b0d 3f31eedf 3f48a808 3f21bd9a 3e1b62bc 3ee22362 0 
0 3f1f5098 3f5c4808 3e1cf611 3f4c80ff 3f4c47b9 3f2a843d 3eca49a0 3efe1cfc 0 
0 3f3a50b5 3f18e2d9 3f3a5a46 3df0f471 3e80ab41 3f2669e8 3f1f0a4e 3f2b5c57 0 
0 3f0b3ca3 3f5ac792 3e57f4b0 3ec24364 3e51e6eb 3f63087c 3f34c2ff 3f14bd6f 0 
0 3e241253 3d828388 3e87ce14 3f2a78c1 3db541a3 3e3c7cde 3e70aaf5 3eaaec29 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3f449a1c 3f51a0eb 3f427a1f 3e9ec912 3f7e469b 3f5e6a9d 3eaee4dc 3f7cc3d0 0 
0 3ee8eaf3 3f5fe8ea 3ebd02df 3e3b5ee3 3f23eded 3f0aad3c 3cc7837d 3e71e5dc 0 
0 3e286c0f 3e49df9b 3ede2d74 3e96ff35 3f6e95a0 3edb3919 3ebe0f63 3baee7f0 0 
0 3f04579f 3f452df4 3f1ac355 3f38afda 3f70105a 3dff420f 3eefcc35 3f683b9e 0 
0 3db9db87 3f1d5179 3f0583ca 3f04f2c8 3f39b1d6 3f1f7eff 3ed2c2c3 3f14dfd0 0 
0 3f16fb4d 3d7bb18f 3f016992 3f33a05e 3f408cee 3f5c0b1f 3cdf2bf3 3e00100b 0 
0 3e201634 3eec7dbb 3f0e73bd 3e7fe447 3f60794d 3eb9879f 3f27aaad 3e2d2ccd 0 
0 3f3b501b 3ee2988b 3e7eef15 3e88efcf 3f07ed40 3f289fbb 3f7bbe7a 3dd64805 0 
0 0 0 0 0 0 0 0 0 0 

3f428997 3e2ca746 3de1eb1d 
3c6cba97 3f0f7e52 3f379c67 
3ef735df 3eac085f 3e952a92 

3ecd6f34 3ea4b3c2 3d5c26fb 
3f07d653 3e455aae 3ec4b977 
3bc70f1d 3e1cca52 3ed408d0 

3c479f48 3f23ce77 3f2c6c86 
3d3a6c39 3da86376 3e02c89a 
3f0e4372 3f5f2e7d 3d52a009 

3d1582dc 3c4074a4 3e7ac4bd 
3f68b6a2 3d5f6a42 3e716cf3 
3f601c8e 3f00f6c1 3f235094 

3f3a1a8d 3ed6617f 3f3bc241 
3f1ec51c 3f67536a 3f3faf6b 
3f292e5b 3d618ee7 3f3b590e 

3f38d127 3e914fcf 3f674847 
3f47cfd1 3ecd1ca7 3f483481 
3dd8de0d 3e7ba599 3f025e34 

3f66d5b3 3e177704 3e042c05 
3e1bbd32 3f4b2646 3f0f429b 
3f113213 3e4fac8e 3eb8642d 

3f625813 3f1d36c0 3f2a5700 
3f322f43 3f74e12c 3e2902c9 
3f647617 3f7b1fd7 3d9ecf5e 

3e8b2830 3f056045 3eeda996 
3ce775a8 3e6fc99b 3d27753f 
3f4d12ee 3f67c74b 3f1bbedd 

3c78f7f3 3f03ad77 3e9a1035 
3d1137b0 3e529d2c 3d8a2c9d 
3ecf2930 3dc220e9 3dd8c82d 

3fe208b0 3fd805b8 3fb10d40 3f342156 3ec7f673 3f3230e5 3f8985d7 3ef854a3 
3fc671cf 3ff51a04 3fe1c386 3fd5abb1 3fce4b8c 3f8262de 3f839862 3f930579 
3f8958d2 40257485 40220866 3fd1a221 3ff08374 3fe50a2c 3fad5970 3ee98833 
3fd156be 3fe96151 3ff2d79d 401c40e1 401d626c 3fe5a106 3fdf2f73 3fa0e4f5 
3fd10ae4 40119d0e 40026c07 40072b3c 3fffa4c9 3ff43625 3fedf6ee 3f7fa176 
3fbbe2e2 40074314 3fee744f 3f628b5e 3ff797b0 400b6cf6 401332a2 3fa6f182 
3f96e32c 3fc62d07 3fa72f45 3faba81d 3faeb29e 3fc63a50 3fe1a9cd 3f92bfd1 
3ea49afb 3f4f1707 3fad5142 3f2ffa1d 3f1ca9ed 3f27fd72 3f9d8e4d 3f5336b8 

3f8511ef 3f844bec 3f843b01 3f1331fa 3f16c70a 3ebbb041 3f0125f4 3f0340cf 
3f78c35d 3febf787 3fccd841 3f746677 3f80e261 3f2fe07b 3f311a03 3f1af636 
3f7646ac 3fc81a28 3fa831a9 3fb4a535 3faa3d1d 3f8201c1 3f7c0e90 3f10d047 
3f845f17 3fa27d32 3fcbbffd 3fe9af8f 3fd3bd7e 3facc88b 3faf6c8b 3f2b9e0d 
3f93b491 3fcfb6a8 3fc0a1d6 3f9413a1 3fda7e2e 3fcb3dc9 3fa94b59 3f1d51b2 
3f86d4ce 3fc4c335 3f91375e 3f816c75 3faff359 3fbdc165 3fbf9db6 3f5ebe17 
3f4015b0 3f96ce51 3fb7e879 3f3f588e 3f56a127 3f829bd9 3fc03e85 3f807c11 
3e8d7227 3f342556 3f459d39 3f0551a3 3f34fba7 3f140683 3f62ac58 3f28c5ae 

3f8caf05 3fbcf107 3f3e6e5b 3ece873b 3ec35054 3ec3f462 3e9b6e81 3e03eec8 
3fcf84e8 3fb4a8ab 3ff5fe64 3fe6f8a6 3f880f04 3fc0b4c2 40061e1b 3fa33612 
400674c9 4001cb34 3fb4e5a1 3fb68b69 3fc41bbe 3faa7b39 3f2e8260 3f0c20eb 
3f84e869 40032cf5 3ff611c1 3fe831d9 400bb375 4009e1f7 3fcac647 3f6f1b8b 
3ffd8bc8 3fff806e 3ffad966 3fd64666 3fb861ae 3fb2ac72 3fbb9d62 3fa2d2cf 
3fd0e511 3ff2876d 3fb6a695 3fcabd33 3fc1af09 3fe283ac 3ff32802 3fa6fdf7 
3f951701 3f94aba7 3f7538d5 3f86c4c2 3f9a211a 3f9da583 3fad37d9 3f6ffbe4 
3f71e783 3f3dee3d 3f02bb03 3eec4eb7 3f4b5091 3f8c1fef 3f6c9e1c 3ed64883 

3fa79ca4 4016751e 4002007a 3f5b5529 3f9beb15 3f06c0ec 3f065f28 3f2e3a49 
3f39a022 40027e8e 400aef7d 3fdaa675 3fdc9826 3fd47b1c 3fd6b7e3 3f6ac789 
3fa2d774 4006965a 3ff73b5b 401ad176 40148abd 3fe66dcc 3fdcce05 3f8a5e99 
3f93d045 40162a83 401ea921 3ff862b2 40240d9c 40124e79 3ff465ee 3f4a5af2 
3f995c19 400ec6db 4009a0d2 3fb9612a 3fe152d9 3fef991f 400be9a8 3fa39663 
3f9bde5a 3ffd1a09 3ff7c246 3fb8df63 3fbd064b 3fcf74af 401be544 3fc423d5 
3f01e02e 3f9274b2 3fc68e28 3f796f55 3fbd00c5 3f63e919 3fd5a633 3f89fcc8 
3e752f82 3e961e79 3eb643b9 3eb8a826 3f63122a 3eac66e6 3ee23426 3e8766c6 

400d4793 402393d4 4019bf6a 3fa62431 3f7eeb56 3f4a08eb 3fb65b31 3f95338e 
402f7cb6 406f71e8 403e8ff7 40105765 400e0f2a 3fedf661 3ff43787 3fb1ee1a 
40025ba7 404e9369 405d6bd3 403a3fae 4036dd45 401ddddb 4016dba3 3f74b5a9 
4016b95f 4050cd92 40701c0a 406a1372 407c862b 40515d08 4033ea68 3fbf6788 
402b9eec 407070a5 4048a691 4056bd6c 40651517 403faa7c 403c4cd5 3fb7d4e7 
4029b846 40416936 404fbd7f 400597fe 40467a79 4043ba51 4061e49c 3ffdede2 
3ff6fcc0 403893bd 4017ef50 3fd5541c 40153ba7 4026ef4a 404e70f0 3fef2c83 
3f86052c 3fa1b958 3fe20169 3fa5c322 3fd24a36 3fb7bc15 3ff8b420 3f9a1d03 

3fc0ac5c 3ffc80b6 3fbb3400 3ff3ba27 3fe2d1f5 3fcd48ec 3fe2a8f9 3f39090e 
3ffb7fc1 40304472 4015a721 403f4d13 4025e39b 4019ab44 4017dbfb 3f2e5c6e 
3fd44ee4 40008fe7 4003ac6b 40334c06 40072a36 400c86df 3fd8292d 3f2626d3 
3faf4ba9 400b6116 40196ba3 405244c8 401cdd56 402de9ec 3ff03f31 3f97ad93 
3fc493b4 400ca9d9 403d94a9 4051e829 4031e552 4024fcf5 4013d4d3 3f977beb 
3f91c7cf 40004f32 400b1244 4040a3ca 4045d877 40229837 400a0d54 3f24fe73 
3f86a633 3ffa43a3 3fec2498 4034e1bd 4034839a 4037d25b 3fe4471b 3f43925c 
3f8cea67 3fd84a87 3faf8ce8 3ffda317 3fd8bbe2 4031989c 3fcb8a81 3faa46ce 

3fbcca75 3fe14a66 3fc4d5c9 3fb281be 3fe00a22 3fc1ba16 3fad2f0f 3f65aecd 
3f964923 400af2a4 3fdcd22e 4003dc99 3ff1b3f3 4016ed31 3fc1f6a4 3f5b5a0f 
3f4da270 3fd6ddfd 400e6f45 4005d41b 3fffbb4b 4004d8e1 3fb05592 3f1134b0 
3f90bcbe 3fd0124e 3ff602ca 401a0895 40031df6 40090a0d 3ffe3d03 3fbd3028 
3f3bc8cf 3ffd7f2c 40042a55 4017b012 402acad1 4017b290 3fcab5f2 3f8f8a0f 
3f4b0f06 3f85a678 3ffbaee0 40182734 40129a04 401abcc6 3fa8df8d 3f77627c 
3f4915c0 3ff37d2d 3fa2973e 3fe8930f 4012703b 4018a6d5 4004d38e 3f5b181f 
3f693a44 3f6206d3 3f72129d 3f997d20 3f9dc05d 40054892 3fb1388a 3f5921aa 

3fb121df 402f1781 40204cf8 3fc6235d 40092421 402bbf23 3fcf5ed2 3fb7c4d9 
3fe2e5b9 4051a04d 4040dcd5 4033cf64 406023ff 4078cc27 403489fe 3fbe707f 
3fcf1cc7 4034b3a1 4043c89a 403b0e13 406a0094 4041ebe0 3ff91980 3fde74dd 
3f7d90c5 401e7473 403e2168 405ed3ef 4070b507 405e4fa2 40132abd 401da2b5 
3fccfe9e 402c7e9a 404995d4 4071d7b7 4078ac21 4079c471 402e9d0e 3ffb01a4 
3f9d325d 3fff1f2f 40350a6a 404e0e31 4071ee77 40758f0e 4034218d 3fce16ba 
3fb0c251 40293efe 4018be08 402b3527 406263c4 405e39fa 4054efc2 3fd970b5 
3f969113 3fe207aa 3fc0dc5c 3fdf71c8 3fe6d32f 40261d83 401018f8 3fbbd666 

3f9422a6 3fd00d85 3fae11bc 3f7c5456 3faa9878 3fa1c14a 3f3e9f1b 3ef2d084 
3f987e4f 3fe5c24f 3fce3afd 4005c5a4 402176aa 4018c797 3fcaef08 3f772878 
3fd02844 40131aeb 400f3319 40147fb6 40186cf6 3fe11113 3fb8e898 3fab41d3 
3f4928a4 3fc1e857 3ff1e521 40108074 401d8671 40079f79 3fd81446 3f97c1e7 
3f9f4ef2 3fe9b4f5 3ffa12ef 4028ea2c 402dfbf9 4007892a 3fd02293 3f61fe37 
3f654cd9 3fc2a356 3fed5ecf 400a7c48 40103fb6 4017631b 3fd67c32 3f8fb465 
3fa95814 3fd9acc1 3fc04168 3fdd07bd 40137c95 401af622 3ffaa084 3f81aee9 
3ef877a1 3f2d094a 3f1cf9bf 3f47a2a4 3f5a0e67 3f70c9a4 3f457919 3ea305da 

3eb2a3c8 3f0d8e2f 3f1d4d0c 3ec8d1dc 3eee94b0 3f0ccb2a 3ed40df2 3e7d5fa6 
3f5498b8 3f81bc1c 3f4495e6 3f5db55f 3f9a3609 3f9428cb 3f3c3302 3f3694d9 
3f2cc266 3f7d5da2 3f51d6f8 3f57f50c 3f8f619f 3f61f5f4 3ebfc8e2 3ed2c0c9 
3ec07154 3f1a28ec 3f5e49e2 3f81218e 3f9799f7 3f552bd1 3f36b2c1 3eddd346 
3f1ec600 3f863c0e 3f59d3f0 3f97fb08 3f97e396 3f4a23e9 3f833efa 3f217cc2 
3ed76cd3 3f353f46 3f5a7b97 3f862352 3f83a9dd 3f8f3edb 3f2ad472 3f1cf3f2 
3f0059bc 3f31f38f 3f59caea 3f68515f 3f8c8ec8 3f7e2f99 3f182f4a 3f07d1ef 
3eccac4a 3f0a89b2 3ee820b1 3f0020cc 3f3a1bc0 3f1e1053 3f203e15 3e1d00fe 

40515a86 406a4337 403620a0 4026e569 400a67c9 401330af 40361768 3f9a99b0 
4060f8c8 409568ba 40834472 40951176 408684b0 405adcb3 4059a82c 3fea33b0 
402ed3db 40930236 4092da68 408e0e8b 407f6bef 407f0bf5 4042c14f 3f8d7576 
40405134 408008df 40896bb9 40b742d5 409d1fe1 40905d37 4067b752 401c4944 
404acf4c 408f2374 40a00058 40ac89b2 4098dbdb 408f8c04 40856825 400ba653 
4026d559 4083c923 40812636 407946a1 40a0d227 40970297 408e9ffb 3ff970bc 
400ec4af 40603855 4049a9ef 40855ae6 4085ee74 408d77c2 4062f874 3ff488ff 
3fb61126 401feb05 402e6f15 402ad013 4013886c 405b97f9 40348c67 4009f115 

4020ee32 4032cb29 40248865 3ffc1abb 4015b6d4 3ff0a626 3fedc209 3fb477ce 
40095569 40807734 4054d538 4040f636 40394b2a 4042e550 400d41d3 3fbb2822 
3fe1f48e 404f7c13 4062881a 406026b5 4054fc34 4045d9c1 40172e6d 3f91027b 
400a8dea 403947c0 4060e164 4087702e 406cfcb5 405f6e53 4056d4c7 40097f97 
3ff198f8 40669aea 40647b40 4061b9e3 408c04f4 407d5174 403a00a5 3fde32e8 
3fec5c51 402534d6 4046731f 4058dd6e 406a93b0 40799d78 40343ea1 3feb1049 
3fc495b8 404525bf 402d3fdc 40241fab 40481885 4059f4c1 4064f2d0 3fee0820 
3f97f9ac 3fcb1615 3fdbd7eb 3fdc25f2 3ff83e31 402a4a32 4011475b 3fc0f3ac 

401ee872 4086c802 404fe88f 3ff9c52c 40218e2c 40443daf 3ff63a72 3fc842b2 
40593551 4095fa51 409dee03 4093a5dc 409215c0 40ac9344 409d540d 4030d348 
406e032d 409b3f6a 408f1db5 408b29e4 40a60739 408b94be 40282d58 401242a9 
4001d866 4090d0b4 409c9524 40a9766e 40be343e 40b418cd 40788de1 40596998 
40654533 40961f69 40a38144 40ae7d75 40aa6e7c 40a98d55 408635e0 404eea3a 
40370bb7 4078d34e 40882eda 4099b665 40a962fe 40b36872 4096dac7 403a8a58 
4022eca9 407394d1 40560c3e 406e9788 4097ba28 4096865e 4095c5d7 4028b754 
4007c26a 40207f64 40011cee 400d42bb 40263dbc 406c2d7b 404b407f 3ff16887 

401ddfa5 407e7be0 40590958 3febd4bf 402341c6 3fe521c0 3fa27f22 3f93d145 
3ff54e60 40755fb6 40720cfb 407318de 4087e15e 40818292 4050d375 3ff0f801 
40397fdc 408cd8a3 40856863 4097a896 40967bd9 4063bf6f 404adb4f 401ad036 
3ff86497 40771eaf 408bcdd9 408658e7 40a0ca06 408cf6f9 40663d1a 3ffcef60 
401c5585 4081d0ab 40835525 4082cd60 408f52b3 407f55ba 4073faf2 400a4abf 
40074263 405fdeaf 4072908b 4066ebfa 406ec2dc 407f1d73 408391ae 4029ec1d 
3fea482b 403610b9 404367c8 402cdfb4 4071fcf7 4053f068 4068235c 4005d5d8 
3f3987b1 3f781887 3f781b9c 3f91fb5c 3fde9048 3fa37e8c 3f9b4996 3f153650 

40239c0c 4046f760 404112ac 3fd858a8 3fbb1ad7 3fab6a0b 3feb5ead 3fb4df82 
4064a2e4 409827fb 406fb570 4047c4bc 405b2a2f 40410f96 40292884 40069c43 
402d8c41 4086f569 4088f0c8 40703cf1 407e8e15 40565b58 402ed4bf 3faf0b07 
402ec789 407757cd 4093d741 4095521c 40a42993 408353fe 40619718 3ff6dc59 
4053506c 4099c756 407f1b8d 40915d78 40988371 40723376 407dec52 400449a4 
4044a5e1 406eb908 40832e32 4048a9a7 408427b4 4085acdf 40864cdc 402633ed 
401b94cf 406510a0 404e620a 4024be66 405b830b 40667b30 40747cc3 40198abd 
3fb9303e 3fe6fe31 400e04cb 3fe5d388 4017ac0b 4003621f 40246995 3fadbd23 

  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3f0afb9c 3e48c5a5 3ef2f240 3de80c5b 3e542cd5 3f730270 3f67f199 3eb66c8a 0 
0 3f0f98c6 3f08c796 3edc1cf2 3c1d6d32 3f170c5d 3f3244c2 3f2f0dd3 3eab8ec7 0 
0 3e9acf9b 3dab9f07 3f3c1326 3f230b40 3f2506e4 3e6ce96b 3f07ca1d 3e957d6c 0 
0 3f4ada37 3f54ffb0 3dfafd8d 3f65ff85 3e0607e3 3eb8f0f4 3c951409 3cb26daf 0 
0 3f14e7e1 3f2f1722 3f553c9a 3ec57ed0 3e59952f 3f075520 3f4161f9 3e97326c 0 
0 3f5a8f28 3d996a13 3f40a223 3e9aed8f 3eaf20d4 3f3da09c 3e26ccd3 3f1e0748 0 
0 3f4a9a56 3ca0f4fd 3f254451 3f4e1289 3ea8e23d 3ee68a19 3f0cc53d 3f038516 0 
0 3f42e8a3 3e9de12c 3b244339 3f2749e7 3ee9c7c0 3f567129 3f165036 3ebcdffb 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3f47aaa4 3e22bb67 3eea822f 3f7fca24 3f56cb54 3d971cc2 3e0c9a85 3ec89542 0 
0 3f10fe7a 3e72c45e 3f1cac45 3f29afba 3f5d18c3 3f7b07c0 3f22bcb6 3ebeb3a9 0 
0 3e4620db 3d1ab048 3eb63d49 3d96764f 3e722144 3e70a4dd 3f35ba57 3f18364f 0 
0 3f16368a 3e24fd57 3d805b7b 3f637e9f 3f6ce61b 3f4f4416 3dba2fa4 3f225775 0 
0 3e341be5 3f167b7e 3e3af5f4 3f0802a0 3e84c413 3e906033 3f0fd61e 3f152510 0 
0 3f29da8c 3f32f2a1 3f682546 3f0eb1cf 3f66af01 3f706a3e 3e597d5a 3f331897 0 
0 3f5251de 3e93da25 3f676aeb 3f27ae27 3f0c1aef 3f2a36bd 3cb0717a 3f228c67 0 
0 3f5f8ddd 3e4f7f84 3f0a9e57 3ed94491 3f1fb111 3eb2c4f1 3df8ff43 3f647638 0 
0 0 0 0 0 0 0 0 0 0 

3f3aed43 3ecda6de 3f46a0d5 
3d3470a2 3f47ea33 3f69066f 
3f0548cf 3ee0513c 3ed21145 

3f573f7e 3e92c94a 3f4ba980 
3e9c1580 3db25c48 3e85d484 
3ef69a91 3f5e7749 3ee7afd0 

3f5dfedd 3c94910e 3f4d853a 
3d9b0aa3 3e841902 3f197f1f 
3f6266fb 3d0f1547 3f2fa5e8 

3f4a8654 3dcb60f3 3f33f449 
3ed91462 3f498c9b 3f2892a4 
3f0117e7 3f72c0a8 3f50203a 

3e41d4b5 3f092138 3f30bd00 
3e36bf9d 3e08d83f 3f4bc140 
3e5c3e21 3f2eb7fb 3eca5092 

3f2f357b 3f342f40 3eec1bbe 
3ef48dc0 3f70efa0 3e5bd49a 
3e356737 3f2036f8 3dbdc3f3 

3ecdb8ef 3f5c3d3c 3cb6dc8c 
3eeca667 3f026d48 3e508148 
3cbe82b5 3f0adb19 3ed4d183 

3f66bd33 3e834d77 3f6bcf16 
3db980f1 3f0c889a 3cf79fc0 
3f353431 3f7dbbde 3edada32 

3f62e19e 3f6f5b4c 3eaf1d66 
3ea02200 3edcddcd 3e546ed5 
3f556ba4 3f3c3800 3f406024 

3efccd5a 3f207b7e 3f621036 
3daea57a 3edf1508 3f46d5c6 
3e084d1d 3cbd4864 3f3e1d04 

3f88a088 3fa7ddf1 3f73ea38 3f44a30f 3fca400f 401df35d 3fefc812 3f522b30 
3fbb0ffa 400b04e8 3fb54f5c 4002b4ef 402d36f2 4045461c 402b407b 3fc01202 
3fd2057f 4022162f 40254e44 4019ce26 400cc78c 400aadc2 3ff81915 3f677ee2 
400646c9 4024277d 402b832c 4033bd12 3ff1440c 3ff743ff 3fb162cb 3f85c4cb 
401c81a0 4047289a 40383767 3fdfbbf0 4010ea29 3ff78dee 3ff0ac12 3f242488 
3fed4f92 4033fca8 4027de85 40154eb4 401ebbff 40128f79 4014e3fa 3fd5dcff 
3fbf9f08 401a1785 401096d5 4017977d 40214685 4018b407 40363322 3fa13b7e 
